experiment,seed,auc,acc,sen,spec,f1,balanced_acc
EXP-PROP-004,42,0.8983751578282829,0.8125,0.805965909090909,0.81875,0.8053693570451437,0.8123579545454546
EXP-PROP-004,64,0.9081005366161616,0.80625,0.821590909090909,0.7965277777777777,0.8032467532467532,0.8090593434343435
EXP-PROP-004,100,0.9061734532828283,0.8125,0.805965909090909,0.8215277777777779,0.8046218487394958,0.8137468434343436
EXP-PROP-004,123,0.9131707702020202,0.8125,0.8184659090909091,0.8055555555555556,0.8056100875868317,0.8120107323232323
EXP-PROP-004,1234,0.9081194760101011,0.81875,0.790340909090909,0.8388888888888889,0.8039867109634552,0.814614898989899
EXP-PROP-004,2024,0.9118497474747476,0.8125,0.8028409090909091,0.8145833333333333,0.7999694728877025,0.8087121212121212
EXP-PROP-004,2026,0.9080287247474748,0.79375,0.7761363636363636,0.8180555555555555,0.7852684976429597,0.7970959595959596
EXP-PROP-005,0,0.9313952020202021,0.78125,0.7025568181818181,0.8506944444444444,0.7348050248865466,0.7766256313131313
EXP-PROP-005,3,0.9159911616161616,0.8062499999999999,0.8536931818181819,0.75625,0.8052519918190422,0.8049715909090909
EXP-PROP-005,13,0.9284872159090909,0.875,0.821590909090909,0.9284722222222221,0.860353653902041,0.8750315656565657
EXP-PROP-005,42,0.928068970959596,0.85,0.8380681818181819,0.8430555555555556,0.8382694541231127,0.8405618686868687
EXP-PROP-005,64,0.9319554924242424,0.8500000000000001,0.8298295454545455,0.8652777777777778,0.8369431643625191,0.8475536616161616
EXP-PROP-005,100,0.9476325757575759,0.8375,0.78125,0.8847222222222222,0.816966966966967,0.8329861111111111
EXP-PROP-005,123,0.8985613952020203,0.80625,0.8269886363636363,0.7895833333333333,0.8075041239542831,0.8082859848484849
EXP-PROP-005,1234,0.9495344065656566,0.8375,0.7940340909090909,0.8944444444444445,0.8202252075996695,0.8442392676767677
EXP-PROP-005,2024,0.9466635101010101,0.85625,0.8019886363636364,0.9270833333333334,0.8428249678249679,0.8645359848484848
EXP-PROP-005,2026,0.9260022095959596,0.81875,0.852840909090909,0.7944444444444444,0.821976483762598,0.8236426767676768
fnn,0,0.9175607638888889,0.83125,0.8167613636363636,0.8486111111111111,0.8264702776897899,0.8326862373737374
fnn,3,0.9262081755050505,0.83125,0.8198863636363636,0.8465277777777778,0.8278611632270169,0.8332070707070707
fnn,13,0.9130429292929293,0.83125,0.796875,0.8625,0.818996212467751,0.8296875
fnn,42,0.9044791666666667,0.81875,0.8539772727272728,0.7833333333333333,0.8238105151059414,0.8186553030303031
fnn,64,0.9215853851010101,0.84375,0.8508522727272727,0.8361111111111111,0.8419913419913421,0.8434816919191919
fnn,100,0.9055255681818182,0.825,0.8,0.85,0.8145289545000713,0.825
fnn,123,0.9247159090909091,0.83125,0.8465909090909091,0.8076388888888889,0.8287090230358223,0.827114898989899
fnn,1234,0.9254640151515152,0.8375,0.8642045454545455,0.8083333333333333,0.84231233809704,0.8362689393939394
fnn,2024,0.9132331123737374,0.8374999999999999,0.8892045454545454,0.7805555555555556,0.845632437372112,0.8348800505050505
fnn,2026,0.9238005050505051,0.85625,0.8809659090909091,0.8395833333333333,0.8584688346883469,0.8602746212121212
fnn_cat,0,0.9106076388888888,0.80625,0.8258522727272727,0.7923611111111111,0.8052168021680217,0.8091066919191919
fnn_cat,3,0.9062784090909091,0.8375,0.8102272727272728,0.8687499999999999,0.8238528994626555,0.8394886363636364
fnn_cat,13,0.9032583648989899,0.80625,0.7892045454545454,0.8097222222222222,0.7953282828282828,0.7994633838383839
fnn_cat,42,0.9171101641414141,0.86875,0.7832386363636363,0.9527777777777777,0.8477088304674512,0.8680082070707071
fnn_cat,64,0.9049360795454545,0.8,0.7352272727272727,0.8527777777777777,0.7697546356082942,0.7940025252525252
fnn_cat,100,0.8986371527777778,0.78125,0.834375,0.76875,0.7952530459797902,0.8015625
fnn_cat,123,0.8985448232323232,0.80625,0.7633522727272727,0.8375,0.7848841654560745,0.8004261363636364
fnn_cat,1234,0.8980374053030303,0.8062499999999999,0.7707386363636364,0.8319444444444445,0.7967507616421107,0.8013415404040404
fnn_cat,2024,0.9068292297979798,0.81875,0.7633522727272727,0.8631944444444444,0.7945804195804196,0.8132733585858586
fnn_cat,2026,0.9049747474747475,0.79375,0.74375,0.8388888888888889,0.7757694541231126,0.7913194444444445
gnb,0,0.791344696969697,0.7125,0.6264204545454546,0.78125,0.675568838068838,0.7038352272727273
gnb,3,0.791344696969697,0.7125,0.6264204545454546,0.78125,0.675568838068838,0.7038352272727273
gnb,13,0.791344696969697,0.7125,0.6264204545454546,0.78125,0.675568838068838,0.7038352272727273
gnb,42,0.791344696969697,0.7125,0.6264204545454546,0.78125,0.675568838068838,0.7038352272727273
gnb,64,0.791344696969697,0.7125,0.6264204545454546,0.78125,0.675568838068838,0.7038352272727273
gnb,100,0.791344696969697,0.7125,0.6264204545454546,0.78125,0.675568838068838,0.7038352272727273
gnb,123,0.791344696969697,0.7125,0.6264204545454546,0.78125,0.675568838068838,0.7038352272727273
gnb,1234,0.791344696969697,0.7125,0.6264204545454546,0.78125,0.675568838068838,0.7038352272727273
gnb,2024,0.791344696969697,0.7125,0.6264204545454546,0.78125,0.675568838068838,0.7038352272727273
gnb,2026,0.791344696969697,0.7125,0.6264204545454546,0.78125,0.675568838068838,0.7038352272727273
knn,0,0.8120273042929294,0.73125,0.6892045454545455,0.7729166666666667,0.7078318807501103,0.7310606060606061
knn,3,0.8120273042929294,0.73125,0.6892045454545455,0.7729166666666667,0.7078318807501103,0.7310606060606061
knn,13,0.8120273042929294,0.73125,0.6892045454545455,0.7729166666666667,0.7078318807501103,0.7310606060606061
knn,42,0.8120273042929294,0.73125,0.6892045454545455,0.7729166666666667,0.7078318807501103,0.7310606060606061
knn,64,0.8120273042929294,0.73125,0.6892045454545455,0.7729166666666667,0.7078318807501103,0.7310606060606061
knn,100,0.8120273042929294,0.73125,0.6892045454545455,0.7729166666666667,0.7078318807501103,0.7310606060606061
knn,123,0.8120273042929294,0.73125,0.6892045454545455,0.7729166666666667,0.7078318807501103,0.7310606060606061
knn,1234,0.8120273042929294,0.73125,0.6892045454545455,0.7729166666666667,0.7078318807501103,0.7310606060606061
knn,2024,0.8120273042929294,0.73125,0.6892045454545455,0.7729166666666667,0.7078318807501103,0.7310606060606061
knn,2026,0.8120273042929294,0.73125,0.6892045454545455,0.7729166666666667,0.7078318807501103,0.7310606060606061
lr,0,0.871066130050505,0.80625,0.8133522727272727,0.8,0.8074316225345974,0.8066761363636363
lr,3,0.871066130050505,0.80625,0.8133522727272727,0.8,0.8074316225345974,0.8066761363636363
lr,13,0.871066130050505,0.80625,0.8133522727272727,0.8,0.8074316225345974,0.8066761363636363
lr,42,0.871066130050505,0.80625,0.8133522727272727,0.8,0.8074316225345974,0.8066761363636363
lr,64,0.871066130050505,0.80625,0.8133522727272727,0.8,0.8074316225345974,0.8066761363636363
lr,100,0.871066130050505,0.80625,0.8133522727272727,0.8,0.8074316225345974,0.8066761363636363
lr,123,0.871066130050505,0.80625,0.8133522727272727,0.8,0.8074316225345974,0.8066761363636363
lr,1234,0.871066130050505,0.80625,0.8133522727272727,0.8,0.8074316225345974,0.8066761363636363
lr,2024,0.871066130050505,0.80625,0.8133522727272727,0.8,0.8074316225345974,0.8066761363636363
lr,2026,0.871066130050505,0.80625,0.8133522727272727,0.8,0.8074316225345974,0.8066761363636363
lr_l1,0,0.741193970959596,0.69375,0.7065340909090909,0.6826388888888889,0.6861611434583084,0.69458648989899
lr_l1,3,0.7302769886363636,0.69375,0.6951704545454546,0.6916666666666667,0.6834650856389987,0.6934185606060606
lr_l1,13,0.7386355744949495,0.69375,0.7065340909090909,0.6791666666666667,0.6860090264345584,0.6928503787878788
lr_l1,42,0.7328424873737374,0.6875,0.7178977272727273,0.6583333333333333,0.6872258276513596,0.6881155303030304
lr_l1,64,0.734124053030303,0.6749999999999999,0.6826704545454545,0.66875,0.6685848252344416,0.6757102272727272
lr_l1,100,0.7373800505050505,0.6875,0.7065340909090909,0.6708333333333334,0.6820379385596776,0.6886837121212122
lr_l1,123,0.7359919507575758,0.6875,0.6951704545454546,0.6847222222222222,0.6797791580400275,0.6899463383838385
lr_l1,1234,0.7366698232323232,0.6812499999999999,0.694034090909091,0.66875,0.6752915782409171,0.6813920454545455
lr_l1,2024,0.7398587436868687,0.6875,0.6951704545454546,0.6826388888888889,0.6793978584341538,0.6889046717171717
lr_l1,2026,0.7328677398989899,0.6749999999999999,0.6826704545454545,0.6722222222222223,0.6689095928226363,0.6774463383838384
qda,0,0.8228637941919192,0.7125,0.7494318181818181,0.6847222222222222,0.7224681020733652,0.7170770202020202
qda,3,0.8228637941919192,0.7125,0.7494318181818181,0.6847222222222222,0.7224681020733652,0.7170770202020202
qda,13,0.8228637941919192,0.7125,0.7494318181818181,0.6847222222222222,0.7224681020733652,0.7170770202020202
qda,42,0.8228637941919192,0.7125,0.7494318181818181,0.6847222222222222,0.7224681020733652,0.7170770202020202
qda,64,0.8228637941919192,0.7125,0.7494318181818181,0.6847222222222222,0.7224681020733652,0.7170770202020202
qda,100,0.8228637941919192,0.7125,0.7494318181818181,0.6847222222222222,0.7224681020733652,0.7170770202020202
qda,123,0.8228637941919192,0.7125,0.7494318181818181,0.6847222222222222,0.7224681020733652,0.7170770202020202
qda,1234,0.8228637941919192,0.7125,0.7494318181818181,0.6847222222222222,0.7224681020733652,0.7170770202020202
qda,2024,0.8228637941919192,0.7125,0.7494318181818181,0.6847222222222222,0.7224681020733652,0.7170770202020202
qda,2026,0.8228637941919192,0.7125,0.7494318181818181,0.6847222222222222,0.7224681020733652,0.7170770202020202
rf,0,0.8631699810606062,0.80625,0.784375,0.8201388888888889,0.7974836757445454,0.8022569444444444
rf,3,0.8611943655303029,0.8,0.7886363636363636,0.80625,0.7954387513051675,0.7974431818181817
rf,13,0.8599084595959596,0.81875,0.8,0.8305555555555555,0.814150342411212,0.8152777777777778
rf,42,0.8526306029040404,0.79375,0.7616477272727273,0.8166666666666667,0.7830106859820727,0.7891571969696969
rf,64,0.8611521464646466,0.8125,0.8,0.8166666666666667,0.8083176691729324,0.8083333333333333
rf,100,0.8532954545454546,0.80625,0.7886363636363636,0.8166666666666667,0.8018903642083933,0.8026515151515151
rf,123,0.8531265782828283,0.79375,0.7730113636363636,0.8027777777777778,0.7868221897935764,0.7878945707070707
rf,1234,0.8601325757575757,0.825,0.8113636363636363,0.8305555555555555,0.8206258280726366,0.8209595959595959
rf,2024,0.8589867424242424,0.8,0.7730113636363636,0.8166666666666667,0.7915455366221864,0.7948390151515151
rf,2026,0.857383207070707,0.80625,0.7730113636363636,0.8340277777777778,0.793734335839599,0.8035195707070707
svm_linear,0,0.8189165088383838,0.75,0.7386363636363636,0.7666666666666666,0.7461689264014845,0.7526515151515151
svm_linear,3,0.8189165088383838,0.74375,0.7386363636363636,0.7527777777777778,0.7414623926251833,0.7457070707070707
svm_linear,13,0.8189165088383838,0.74375,0.7511363636363636,0.7388888888888889,0.7453219465153369,0.7450126262626262
svm_linear,42,0.8189165088383838,0.74375,0.7386363636363636,0.7527777777777778,0.7422048672048671,0.7457070707070707
svm_linear,64,0.8189165088383838,0.75,0.7511363636363636,0.7527777777777778,0.7492860057119543,0.7519570707070707
svm_linear,100,0.8186008522727273,0.74375,0.7625,0.725,0.7487804445390523,0.74375
svm_linear,123,0.8189165088383838,0.7375,0.7386363636363636,0.7388888888888889,0.7374983334285659,0.7387626262626262
svm_linear,1234,0.8189165088383838,0.75625,0.7511363636363636,0.7666666666666666,0.7539925394882555,0.7589015151515152
svm_linear,2024,0.8189165088383838,0.74375,0.7511363636363636,0.7402777777777778,0.7438878950506858,0.7457070707070707
svm_linear,2026,0.8189165088383838,0.75625,0.7511363636363636,0.7666666666666666,0.7539925394882555,0.7589015151515152
svm_rbf,0,0.8792960858585859,0.79375,0.803125,0.7819444444444444,0.7954459512882656,0.7925347222222222
svm_rbf,3,0.8792960858585859,0.8,0.8144886363636363,0.7819444444444444,0.8020116078539221,0.7982165404040404
svm_rbf,13,0.8792960858585859,0.80625,0.8258522727272727,0.7819444444444444,0.808291801090637,0.8038983585858586
svm_rbf,42,0.8792960858585859,0.80625,0.8258522727272727,0.7819444444444444,0.808291801090637,0.8038983585858586
svm_rbf,64,0.8792960858585859,0.80625,0.8258522727272727,0.7819444444444444,0.808291801090637,0.8038983585858586
svm_rbf,100,0.8792960858585859,0.80625,0.8258522727272727,0.7819444444444444,0.808291801090637,0.8038983585858586
svm_rbf,123,0.8792960858585859,0.79375,0.803125,0.7819444444444444,0.7954459512882656,0.7925347222222222
svm_rbf,1234,0.8792960858585859,0.8,0.8144886363636363,0.7819444444444444,0.8020116078539221,0.7982165404040404
svm_rbf,2024,0.8792960858585859,0.79375,0.803125,0.7819444444444444,0.7954459512882656,0.7925347222222222
svm_rbf,2026,0.8792960858585859,0.80625,0.8258522727272727,0.7819444444444444,0.808291801090637,0.8038983585858586
