subject_id,image,n_fix_clean,n_valid_trans
0,soc_092.jpg,15.0,14.0
0,soc_093.jpg,11.0,10.0
0,soc_094.jpg,16.0,15.0
0,soc_095.jpg,12.0,11.0
0,soc_096.jpg,18.0,17.0
0,soc_097.jpg,16.0,15.0
0,soc_098.jpg,18.0,17.0
0,soc_099.jpg,18.0,17.0
0,soc_100.jpg,18.0,17.0
1,act_001.jpg,3.0,2.0
1,act_002.jpg,14.0,13.0
1,act_003.jpg,14.0,13.0
1,act_004.jpg,8.0,7.0
1,act_005.jpg,13.0,12.0
1,art_006.jpg,10.0,9.0
1,art_007.jpg,13.0,12.0
1,art_008.jpg,14.0,13.0
1,art_009.jpg,16.0,15.0
1,art_010.jpg,15.0,14.0
1,art_011.jpg,10.0,9.0
1,cat_012.jpg,12.0,11.0
1,cat_013.jpg,10.0,9.0
1,cat_014.jpg,13.0,12.0
1,cat_015.jpg,7.0,6.0
1,ind_016.jpg,14.0,13.0
1,ind_017.jpg,15.0,14.0
1,ind_018.jpg,5.0,4.0
1,ind_019.jpg,10.0,9.0
1,ind_020.jpg,14.0,13.0
1,ind_021.jpg,9.0,8.0
1,ind_022.jpg,10.0,9.0
1,ind_023.jpg,10.0,9.0
1,ind_024.jpg,12.0,11.0
1,ind_025.jpg,3.0,2.0
1,land_026.jpg,5.0,4.0
1,land_027.jpg,12.0,11.0
1,land_028.jpg,17.0,16.0
1,land_029.jpg,14.0,13.0
1,land_030.jpg,12.0,11.0
1,low_031.jpg,10.0,9.0
1,low_032.jpg,11.0,10.0
1,low_033.jpg,13.0,12.0
1,low_034.jpg,11.0,10.0
1,low_035.jpg,11.0,10.0
1,low_036.jpg,12.0,11.0
1,mood_37.jpg,17.0,16.0
1,mood_38.jpg,16.0,15.0
1,mood_39.jpg,19.0,18.0
1,mood_40.jpg,18.0,17.0
1,mood_41.jpg,10.0,9.0
1,mood_42.jpg,12.0,11.0
1,mood_43.jpg,12.0,11.0
1,mood_44.jpg,17.0,16.0
1,mood_45.jpg,19.0,18.0
1,mood_46.jpg,15.0,14.0
1,noi_047.jpg,7.0,6.0
1,noi_048.jpg,14.0,13.0
1,noi_049.jpg,11.0,10.0
1,noi_050.jpg,11.0,10.0
1,noi_051.jpg,4.0,3.0
1,noi_052.jpg,13.0,12.0
1,noi_053.jpg,14.0,13.0
1,outman_054.jpg,12.0,11.0
1,outman_055.jpg,15.0,14.0
1,outman_056.jpg,12.0,11.0
1,outman_057.jpg,14.0,13.0
1,outman_058.jpg,14.0,13.0
1,outman_059.jpg,6.0,5.0
1,outman_060.jpg,7.0,6.0
1,outman_061.jpg,10.0,9.0
1,pat_066.jpg,7.0,6.0
1,pat_067.jpg,10.0,9.0
1,pat_068.jpg,10.0,9.0
1,pat_069.jpg,14.0,13.0
1,pat_070.jpg,12.0,11.0
1,patch_062.jpg,11.0,10.0
1,patch_063.jpg,11.0,10.0
1,patch_064.jpg,12.0,11.0
1,patch_065.jpg,14.0,13.0
1,por_071.jpg,15.0,14.0
1,por_072.jpg,16.0,15.0
1,por_073.jpg,17.0,16.0
1,por_074.jpg,14.0,13.0
1,rand_075.jpg,16.0,15.0
1,rand_076.jpg,9.0,8.0
1,rand_077.jpg,14.0,13.0
1,rand_078.jpg,11.0,10.0
1,rand_079.jpg,4.0,3.0
1,sat_080.jpg,9.0,8.0
1,sat_081.jpg,7.0,6.0
1,sat_082.jpg,12.0,11.0
1,sat_083.jpg,8.0,7.0
1,sat_084.jpg,13.0,12.0
1,sat_085.jpg,11.0,10.0
1,sat_086.jpg,12.0,11.0
1,sat_087.jpg,12.0,11.0
1,soc_088.jpg,13.0,12.0
1,soc_089.jpg,12.0,11.0
1,soc_090.jpg,14.0,13.0
1,soc_091.jpg,17.0,16.0
1,soc_092.jpg,14.0,13.0
1,soc_093.jpg,18.0,17.0
1,soc_094.jpg,14.0,13.0
1,soc_095.jpg,15.0,14.0
1,soc_096.jpg,19.0,18.0
1,soc_097.jpg,15.0,14.0
1,soc_098.jpg,10.0,9.0
1,soc_099.jpg,15.0,14.0
1,soc_100.jpg,9.0,8.0
2,act_001.jpg,13.0,12.0
2,act_002.jpg,14.0,13.0
2,act_003.jpg,14.0,13.0
2,act_004.jpg,13.0,12.0
2,act_005.jpg,16.0,15.0
2,art_006.jpg,13.0,12.0
2,art_007.jpg,17.0,16.0
2,art_008.jpg,13.0,12.0
2,art_009.jpg,18.0,17.0
2,art_010.jpg,15.0,14.0
2,art_011.jpg,15.0,14.0
2,cat_012.jpg,15.0,14.0
2,cat_013.jpg,17.0,16.0
2,cat_014.jpg,19.0,18.0
2,cat_015.jpg,16.0,15.0
2,ind_016.jpg,10.0,9.0
2,ind_017.jpg,19.0,18.0
2,ind_018.jpg,16.0,15.0
2,ind_019.jpg,17.0,16.0
2,ind_020.jpg,11.0,10.0
2,ind_021.jpg,17.0,16.0
2,ind_022.jpg,16.0,15.0
2,ind_023.jpg,16.0,15.0
2,ind_024.jpg,15.0,14.0
2,ind_025.jpg,17.0,16.0
2,land_026.jpg,15.0,14.0
2,land_027.jpg,14.0,13.0
2,land_028.jpg,18.0,17.0
2,land_029.jpg,16.0,15.0
2,land_030.jpg,15.0,14.0
2,low_031.jpg,14.0,13.0
2,low_032.jpg,15.0,14.0
2,low_033.jpg,12.0,11.0
2,low_034.jpg,14.0,13.0
2,low_035.jpg,11.0,10.0
2,low_036.jpg,15.0,14.0
2,mood_37.jpg,15.0,14.0
2,mood_38.jpg,16.0,15.0
2,mood_39.jpg,18.0,17.0
2,mood_40.jpg,22.0,21.0
2,mood_41.jpg,18.0,17.0
2,mood_42.jpg,17.0,16.0
2,mood_43.jpg,19.0,18.0
2,mood_44.jpg,16.0,15.0
2,mood_45.jpg,15.0,14.0
2,mood_46.jpg,18.0,17.0
2,noi_047.jpg,16.0,15.0
2,noi_048.jpg,17.0,16.0
2,noi_049.jpg,18.0,17.0
2,noi_050.jpg,16.0,15.0
2,noi_051.jpg,13.0,12.0
2,noi_052.jpg,17.0,16.0
2,noi_053.jpg,14.0,13.0
2,outman_054.jpg,14.0,13.0
2,outman_055.jpg,12.0,11.0
2,outman_056.jpg,16.0,15.0
2,outman_057.jpg,14.0,13.0
2,outman_058.jpg,11.0,10.0
2,outman_059.jpg,16.0,15.0
2,outman_060.jpg,15.0,14.0
2,outman_061.jpg,16.0,15.0
2,pat_066.jpg,4.0,3.0
2,pat_067.jpg,11.0,10.0
2,pat_068.jpg,9.0,8.0
2,pat_069.jpg,14.0,13.0
2,pat_070.jpg,14.0,13.0
2,patch_062.jpg,19.0,18.0
2,patch_063.jpg,16.0,15.0
2,patch_064.jpg,18.0,17.0
2,patch_065.jpg,14.0,13.0
2,por_071.jpg,14.0,13.0
2,por_072.jpg,11.0,10.0
2,por_073.jpg,17.0,16.0
2,por_074.jpg,12.0,11.0
2,rand_075.jpg,16.0,15.0
2,rand_076.jpg,16.0,15.0
2,rand_077.jpg,13.0,12.0
2,rand_078.jpg,13.0,12.0
2,rand_079.jpg,15.0,14.0
2,sat_080.jpg,17.0,16.0
2,sat_081.jpg,16.0,15.0
2,sat_082.jpg,18.0,17.0
2,sat_083.jpg,17.0,16.0
2,sat_084.jpg,13.0,12.0
2,sat_085.jpg,15.0,14.0
2,sat_086.jpg,16.0,15.0
2,sat_087.jpg,14.0,13.0
2,soc_088.jpg,18.0,17.0
2,soc_089.jpg,20.0,19.0
2,soc_090.jpg,14.0,13.0
2,soc_091.jpg,19.0,18.0
2,soc_092.jpg,12.0,11.0
2,soc_093.jpg,16.0,15.0
2,soc_094.jpg,16.0,15.0
2,soc_095.jpg,19.0,18.0
2,soc_096.jpg,11.0,10.0
2,soc_097.jpg,15.0,14.0
2,soc_098.jpg,10.0,9.0
2,soc_099.jpg,18.0,17.0
2,soc_100.jpg,14.0,13.0
3,act_001.jpg,19.0,18.0
3,act_002.jpg,10.0,9.0
3,act_003.jpg,16.0,15.0
3,act_004.jpg,18.0,17.0
3,act_005.jpg,19.0,18.0
3,art_006.jpg,17.0,16.0
3,art_007.jpg,16.0,15.0
3,art_008.jpg,15.0,14.0
3,art_009.jpg,16.0,15.0
3,art_010.jpg,18.0,17.0
3,art_011.jpg,16.0,15.0
3,cat_012.jpg,19.0,18.0
3,cat_013.jpg,17.0,16.0
3,cat_014.jpg,18.0,17.0
3,cat_015.jpg,21.0,20.0
3,ind_016.jpg,17.0,16.0
3,ind_017.jpg,14.0,13.0
3,ind_018.jpg,18.0,17.0
3,ind_019.jpg,15.0,14.0
3,ind_020.jpg,15.0,14.0
3,ind_021.jpg,18.0,17.0
3,ind_022.jpg,19.0,18.0
3,ind_023.jpg,17.0,16.0
3,ind_024.jpg,16.0,15.0
3,ind_025.jpg,16.0,15.0
3,land_026.jpg,14.0,13.0
3,land_027.jpg,19.0,18.0
3,land_028.jpg,17.0,16.0
3,land_029.jpg,17.0,16.0
3,land_030.jpg,15.0,14.0
3,low_031.jpg,14.0,13.0
3,low_032.jpg,17.0,16.0
3,low_033.jpg,18.0,17.0
3,low_034.jpg,15.0,14.0
3,low_035.jpg,16.0,15.0
3,low_036.jpg,16.0,15.0
3,mood_37.jpg,8.0,7.0
3,mood_38.jpg,19.0,18.0
3,mood_39.jpg,15.0,14.0
3,mood_40.jpg,13.0,12.0
3,mood_41.jpg,14.0,13.0
3,mood_42.jpg,10.0,9.0
3,mood_43.jpg,20.0,19.0
3,mood_44.jpg,17.0,16.0
3,mood_45.jpg,19.0,18.0
3,mood_46.jpg,19.0,18.0
3,noi_047.jpg,18.0,17.0
3,noi_048.jpg,19.0,18.0
3,noi_049.jpg,14.0,13.0
3,noi_050.jpg,17.0,16.0
3,noi_051.jpg,15.0,14.0
3,noi_052.jpg,16.0,15.0
3,noi_053.jpg,21.0,20.0
3,outman_054.jpg,16.0,15.0
3,outman_055.jpg,16.0,15.0
3,outman_056.jpg,16.0,15.0
3,outman_057.jpg,17.0,16.0
3,outman_058.jpg,19.0,18.0
3,outman_059.jpg,18.0,17.0
3,outman_060.jpg,8.0,7.0
3,outman_061.jpg,15.0,14.0
3,pat_066.jpg,17.0,16.0
3,pat_067.jpg,13.0,12.0
3,pat_068.jpg,15.0,14.0
3,pat_069.jpg,9.0,8.0
3,pat_070.jpg,22.0,21.0
3,patch_062.jpg,13.0,12.0
3,patch_063.jpg,12.0,11.0
3,patch_064.jpg,10.0,9.0
3,patch_065.jpg,15.0,14.0
3,por_071.jpg,6.0,5.0
3,por_072.jpg,18.0,17.0
3,por_073.jpg,12.0,11.0
3,por_074.jpg,17.0,16.0
3,rand_075.jpg,17.0,16.0
3,rand_076.jpg,14.0,13.0
3,rand_077.jpg,17.0,16.0
3,rand_078.jpg,18.0,17.0
3,rand_079.jpg,13.0,12.0
3,sat_080.jpg,18.0,17.0
3,sat_081.jpg,15.0,14.0
3,sat_082.jpg,10.0,9.0
3,sat_083.jpg,16.0,15.0
3,sat_084.jpg,14.0,13.0
3,sat_085.jpg,17.0,16.0
3,sat_086.jpg,17.0,16.0
3,sat_087.jpg,11.0,10.0
3,soc_088.jpg,16.0,15.0
3,soc_089.jpg,15.0,14.0
3,soc_090.jpg,14.0,13.0
3,soc_091.jpg,15.0,14.0
3,soc_092.jpg,3.0,2.0
3,soc_093.jpg,16.0,15.0
3,soc_094.jpg,17.0,16.0
3,soc_095.jpg,21.0,20.0
3,soc_096.jpg,17.0,16.0
3,soc_097.jpg,18.0,17.0
3,soc_098.jpg,13.0,12.0
3,soc_099.jpg,14.0,13.0
3,soc_100.jpg,19.0,18.0
4,act_001.jpg,12.0,11.0
4,act_002.jpg,14.0,13.0
4,act_003.jpg,18.0,17.0
4,act_004.jpg,12.0,11.0
4,act_005.jpg,12.0,11.0
4,art_006.jpg,18.0,17.0
4,art_007.jpg,22.0,21.0
4,art_008.jpg,9.0,8.0
4,art_009.jpg,15.0,14.0
4,art_010.jpg,14.0,13.0
4,art_011.jpg,11.0,10.0
4,cat_012.jpg,20.0,19.0
4,cat_013.jpg,18.0,17.0
4,cat_014.jpg,15.0,14.0
4,cat_015.jpg,8.0,7.0
4,ind_016.jpg,13.0,12.0
4,ind_017.jpg,19.0,18.0
4,ind_018.jpg,18.0,17.0
4,ind_019.jpg,,
4,ind_020.jpg,16.0,15.0
4,ind_021.jpg,8.0,7.0
4,ind_022.jpg,8.0,7.0
4,ind_023.jpg,6.0,5.0
4,ind_024.jpg,18.0,17.0
4,ind_025.jpg,1.0,0.0
4,land_026.jpg,11.0,10.0
4,land_027.jpg,18.0,17.0
4,land_028.jpg,20.0,19.0
4,land_029.jpg,11.0,10.0
4,land_030.jpg,11.0,10.0
4,low_031.jpg,15.0,14.0
4,low_032.jpg,9.0,8.0
4,low_033.jpg,7.0,6.0
4,low_034.jpg,6.0,5.0
4,low_035.jpg,8.0,7.0
4,low_036.jpg,11.0,10.0
4,mood_37.jpg,13.0,12.0
4,mood_38.jpg,19.0,18.0
4,mood_39.jpg,20.0,19.0
4,mood_40.jpg,3.0,2.0
4,mood_41.jpg,18.0,17.0
4,mood_42.jpg,12.0,11.0
4,mood_43.jpg,22.0,21.0
4,mood_44.jpg,8.0,7.0
4,mood_45.jpg,16.0,15.0
4,mood_46.jpg,13.0,12.0
4,noi_047.jpg,13.0,12.0
4,noi_048.jpg,7.0,6.0
4,noi_049.jpg,16.0,15.0
4,noi_050.jpg,,
4,noi_051.jpg,11.0,10.0
4,noi_052.jpg,1.0,0.0
4,noi_053.jpg,2.0,1.0
4,outman_054.jpg,14.0,13.0
4,outman_055.jpg,17.0,16.0
4,outman_056.jpg,18.0,17.0
4,outman_057.jpg,18.0,17.0
4,outman_058.jpg,15.0,14.0
4,outman_059.jpg,20.0,19.0
4,outman_060.jpg,11.0,10.0
4,outman_061.jpg,19.0,18.0
4,pat_066.jpg,3.0,2.0
4,pat_067.jpg,1.0,0.0
4,pat_068.jpg,18.0,17.0
4,pat_069.jpg,15.0,14.0
4,pat_070.jpg,10.0,9.0
4,patch_062.jpg,16.0,15.0
4,patch_063.jpg,17.0,16.0
4,patch_064.jpg,2.0,1.0
4,patch_065.jpg,12.0,11.0
4,por_071.jpg,17.0,16.0
4,por_072.jpg,9.0,8.0
4,por_073.jpg,16.0,15.0
4,por_074.jpg,16.0,15.0
4,rand_075.jpg,18.0,17.0
4,rand_076.jpg,19.0,18.0
4,rand_077.jpg,8.0,7.0
4,rand_078.jpg,10.0,9.0
4,rand_079.jpg,10.0,9.0
4,sat_080.jpg,2.0,1.0
4,sat_081.jpg,19.0,18.0
4,sat_082.jpg,14.0,13.0
4,sat_083.jpg,13.0,12.0
4,sat_084.jpg,2.0,1.0
4,sat_085.jpg,20.0,19.0
4,sat_086.jpg,14.0,13.0
4,sat_087.jpg,15.0,14.0
4,soc_088.jpg,10.0,9.0
4,soc_089.jpg,9.0,8.0
4,soc_090.jpg,16.0,15.0
4,soc_091.jpg,12.0,11.0
4,soc_092.jpg,4.0,3.0
4,soc_093.jpg,18.0,17.0
4,soc_094.jpg,13.0,12.0
4,soc_095.jpg,11.0,10.0
4,soc_096.jpg,19.0,18.0
4,soc_097.jpg,11.0,10.0
4,soc_098.jpg,18.0,17.0
4,soc_099.jpg,16.0,15.0
4,soc_100.jpg,11.0,10.0
5,act_001.jpg,11.0,10.0
5,act_002.jpg,11.0,10.0
5,act_003.jpg,17.0,16.0
5,act_004.jpg,8.0,7.0
5,act_005.jpg,14.0,13.0
5,art_006.jpg,17.0,16.0
5,art_007.jpg,14.0,13.0
5,art_008.jpg,12.0,11.0
5,art_009.jpg,14.0,13.0
5,art_010.jpg,16.0,15.0
5,art_011.jpg,14.0,13.0
5,cat_012.jpg,13.0,12.0
5,cat_013.jpg,15.0,14.0
5,cat_014.jpg,14.0,13.0
5,cat_015.jpg,12.0,11.0
5,ind_016.jpg,14.0,13.0
5,ind_017.jpg,14.0,13.0
5,ind_018.jpg,16.0,15.0
5,ind_019.jpg,13.0,12.0
5,ind_020.jpg,14.0,13.0
5,ind_021.jpg,13.0,12.0
5,ind_022.jpg,15.0,14.0
5,ind_023.jpg,13.0,12.0
5,ind_024.jpg,15.0,14.0
5,ind_025.jpg,11.0,10.0
5,land_026.jpg,11.0,10.0
5,land_027.jpg,13.0,12.0
5,land_028.jpg,11.0,10.0
5,land_029.jpg,14.0,13.0
5,land_030.jpg,11.0,10.0
5,low_031.jpg,15.0,14.0
5,low_032.jpg,13.0,12.0
5,low_033.jpg,13.0,12.0
5,low_034.jpg,12.0,11.0
5,low_035.jpg,12.0,11.0
5,low_036.jpg,13.0,12.0
5,mood_37.jpg,17.0,16.0
5,mood_38.jpg,15.0,14.0
5,mood_39.jpg,16.0,15.0
5,mood_40.jpg,13.0,12.0
5,mood_41.jpg,15.0,14.0
5,mood_42.jpg,16.0,15.0
5,mood_43.jpg,16.0,15.0
5,mood_44.jpg,18.0,17.0
5,mood_45.jpg,17.0,16.0
5,mood_46.jpg,14.0,13.0
5,noi_047.jpg,15.0,14.0
5,noi_048.jpg,11.0,10.0
5,noi_049.jpg,12.0,11.0
5,noi_050.jpg,12.0,11.0
5,noi_051.jpg,13.0,12.0
5,noi_052.jpg,13.0,12.0
5,noi_053.jpg,14.0,13.0
5,outman_054.jpg,13.0,12.0
5,outman_055.jpg,11.0,10.0
5,outman_056.jpg,14.0,13.0
5,outman_057.jpg,11.0,10.0
5,outman_058.jpg,12.0,11.0
5,outman_059.jpg,13.0,12.0
5,outman_060.jpg,13.0,12.0
5,outman_061.jpg,12.0,11.0
5,pat_066.jpg,10.0,9.0
5,pat_067.jpg,6.0,5.0
5,pat_068.jpg,14.0,13.0
5,pat_069.jpg,11.0,10.0
5,pat_070.jpg,14.0,13.0
5,patch_062.jpg,13.0,12.0
5,patch_063.jpg,15.0,14.0
5,patch_064.jpg,15.0,14.0
5,patch_065.jpg,15.0,14.0
5,por_071.jpg,12.0,11.0
5,por_072.jpg,13.0,12.0
5,por_073.jpg,15.0,14.0
5,por_074.jpg,17.0,16.0
5,rand_075.jpg,17.0,16.0
5,rand_076.jpg,13.0,12.0
5,rand_077.jpg,11.0,10.0
5,rand_078.jpg,13.0,12.0
5,rand_079.jpg,15.0,14.0
5,sat_080.jpg,14.0,13.0
5,sat_081.jpg,15.0,14.0
5,sat_082.jpg,14.0,13.0
5,sat_083.jpg,15.0,14.0
5,sat_084.jpg,11.0,10.0
5,sat_085.jpg,13.0,12.0
5,sat_086.jpg,15.0,14.0
5,sat_087.jpg,12.0,11.0
5,soc_088.jpg,15.0,14.0
5,soc_089.jpg,14.0,13.0
5,soc_090.jpg,13.0,12.0
5,soc_091.jpg,16.0,15.0
5,soc_092.jpg,13.0,12.0
5,soc_093.jpg,14.0,13.0
5,soc_094.jpg,15.0,14.0
5,soc_095.jpg,14.0,13.0
5,soc_096.jpg,17.0,16.0
5,soc_097.jpg,15.0,14.0
5,soc_098.jpg,13.0,12.0
5,soc_099.jpg,15.0,14.0
5,soc_100.jpg,11.0,10.0
6,act_001.jpg,15.0,14.0
6,act_002.jpg,14.0,13.0
6,act_003.jpg,18.0,17.0
6,act_004.jpg,15.0,14.0
6,act_005.jpg,14.0,13.0
6,art_006.jpg,14.0,13.0
6,art_007.jpg,16.0,15.0
6,art_008.jpg,10.0,9.0
6,art_009.jpg,11.0,10.0
6,art_010.jpg,5.0,4.0
6,art_011.jpg,17.0,16.0
6,cat_012.jpg,13.0,12.0
6,cat_013.jpg,16.0,15.0
6,cat_014.jpg,16.0,15.0
6,cat_015.jpg,15.0,14.0
6,ind_016.jpg,12.0,11.0
6,ind_017.jpg,12.0,11.0
6,ind_018.jpg,13.0,12.0
6,ind_019.jpg,12.0,11.0
6,ind_020.jpg,10.0,9.0
6,ind_021.jpg,13.0,12.0
6,ind_022.jpg,14.0,13.0
6,ind_023.jpg,13.0,12.0
6,ind_024.jpg,14.0,13.0
6,ind_025.jpg,16.0,15.0
6,land_026.jpg,14.0,13.0
6,land_027.jpg,12.0,11.0
6,land_028.jpg,12.0,11.0
6,land_029.jpg,7.0,6.0
6,land_030.jpg,6.0,5.0
6,low_031.jpg,9.0,8.0
6,low_032.jpg,7.0,6.0
6,low_033.jpg,5.0,4.0
6,low_034.jpg,8.0,7.0
6,low_035.jpg,13.0,12.0
6,low_036.jpg,11.0,10.0
6,mood_37.jpg,16.0,15.0
6,mood_38.jpg,14.0,13.0
6,mood_39.jpg,19.0,18.0
6,mood_40.jpg,16.0,15.0
6,mood_41.jpg,17.0,16.0
6,mood_42.jpg,14.0,13.0
6,mood_43.jpg,19.0,18.0
6,mood_44.jpg,16.0,15.0
6,mood_45.jpg,14.0,13.0
6,mood_46.jpg,16.0,15.0
6,noi_047.jpg,12.0,11.0
6,noi_048.jpg,13.0,12.0
6,noi_049.jpg,13.0,12.0
6,noi_050.jpg,15.0,14.0
6,noi_051.jpg,8.0,7.0
6,noi_052.jpg,8.0,7.0
6,noi_053.jpg,9.0,8.0
6,outman_054.jpg,13.0,12.0
6,outman_055.jpg,12.0,11.0
6,outman_056.jpg,15.0,14.0
6,outman_057.jpg,9.0,8.0
6,outman_058.jpg,9.0,8.0
6,outman_059.jpg,15.0,14.0
6,outman_060.jpg,11.0,10.0
6,outman_061.jpg,15.0,14.0
6,pat_066.jpg,15.0,14.0
6,pat_067.jpg,8.0,7.0
6,pat_068.jpg,2.0,1.0
6,pat_069.jpg,11.0,10.0
6,pat_070.jpg,14.0,13.0
6,patch_062.jpg,16.0,15.0
6,patch_063.jpg,16.0,15.0
6,patch_064.jpg,11.0,10.0
6,patch_065.jpg,14.0,13.0
6,por_071.jpg,14.0,13.0
6,por_072.jpg,13.0,12.0
6,por_073.jpg,10.0,9.0
6,por_074.jpg,13.0,12.0
6,rand_075.jpg,16.0,15.0
6,rand_076.jpg,17.0,16.0
6,rand_077.jpg,15.0,14.0
6,rand_078.jpg,17.0,16.0
6,rand_079.jpg,12.0,11.0
6,sat_080.jpg,16.0,15.0
6,sat_081.jpg,17.0,16.0
6,sat_082.jpg,16.0,15.0
6,sat_083.jpg,14.0,13.0
6,sat_084.jpg,16.0,15.0
6,sat_085.jpg,12.0,11.0
6,sat_086.jpg,4.0,3.0
6,sat_087.jpg,16.0,15.0
6,soc_088.jpg,15.0,14.0
6,soc_089.jpg,14.0,13.0
6,soc_090.jpg,17.0,16.0
6,soc_091.jpg,2.0,1.0
6,soc_092.jpg,13.0,12.0
6,soc_093.jpg,10.0,9.0
6,soc_094.jpg,14.0,13.0
6,soc_095.jpg,16.0,15.0
6,soc_096.jpg,16.0,15.0
6,soc_097.jpg,13.0,12.0
6,soc_098.jpg,15.0,14.0
6,soc_099.jpg,16.0,15.0
6,soc_100.jpg,14.0,13.0
7,act_001.jpg,16.0,15.0
7,act_002.jpg,17.0,16.0
7,act_003.jpg,19.0,18.0
7,act_004.jpg,17.0,16.0
7,act_005.jpg,19.0,18.0
7,art_006.jpg,15.0,14.0
7,art_007.jpg,19.0,18.0
7,art_008.jpg,12.0,11.0
7,art_009.jpg,17.0,16.0
7,art_010.jpg,12.0,11.0
7,art_011.jpg,17.0,16.0
7,cat_012.jpg,19.0,18.0
7,cat_013.jpg,21.0,20.0
7,cat_014.jpg,20.0,19.0
7,cat_015.jpg,17.0,16.0
7,ind_016.jpg,17.0,16.0
7,ind_017.jpg,20.0,19.0
7,ind_018.jpg,17.0,16.0
7,ind_019.jpg,15.0,14.0
7,ind_020.jpg,17.0,16.0
7,ind_021.jpg,20.0,19.0
7,ind_022.jpg,17.0,16.0
7,ind_023.jpg,18.0,17.0
7,ind_024.jpg,19.0,18.0
7,ind_025.jpg,16.0,15.0
7,land_026.jpg,21.0,20.0
7,land_027.jpg,22.0,21.0
7,land_028.jpg,20.0,19.0
7,land_029.jpg,19.0,18.0
7,land_030.jpg,20.0,19.0
7,low_031.jpg,12.0,11.0
7,low_032.jpg,16.0,15.0
7,low_033.jpg,4.0,3.0
7,low_034.jpg,5.0,4.0
7,low_035.jpg,12.0,11.0
7,low_036.jpg,12.0,11.0
7,mood_37.jpg,20.0,19.0
7,mood_38.jpg,20.0,19.0
7,mood_39.jpg,23.0,22.0
7,mood_40.jpg,19.0,18.0
7,mood_41.jpg,20.0,19.0
7,mood_42.jpg,18.0,17.0
7,mood_43.jpg,20.0,19.0
7,mood_44.jpg,25.0,24.0
7,mood_45.jpg,19.0,18.0
