subject_id,label,pc1_mean,pc2_mean
86,0,-0.21109047635924072,0.5280642212741077
91,0,-1.0577577981166542,-1.0039246376324444
102,0,-1.5483342810347676,0.13865885096602143
203,1,1.85235210231971,-0.6919646432250738
204,1,2.2347128037567976,-1.0558266745736966
207,1,1.9696448907332937,-1.3583082395039268
211,1,1.7051306143775582,-1.5593614494241774
212,1,2.5001700580120088,0.5647854143381119
220,1,2.4779353431239723,-0.5671015286631882
221,1,0.5562145285028964,-0.6632602482754737
223,1,-0.3857735136751922,-0.908321405437832
230,1,2.812942170366949,-1.2903593507196223
232,1,2.2324629938794356,-0.5957778729874679
234,1,0.18249247383326292,-0.40806377708911895
242,1,1.9726280981332671,-1.075738399080476
248,1,2.738314711228013,-0.4770395196788013
251,1,2.3898609689984127,-0.6175226410562845
264,1,1.5192329544878127,-0.4557144941800103
266,1,0.5734332123212517,-0.9726667665317654
275,1,1.7188482328131796,0.39174235008656977
293,1,0.31017007686197756,-1.1003170537017286
301,1,2.3041389610390275,-1.3594360255009057
303,1,0.7989238341047307,-1.0712316765478163
5,0,-0.3897173874732107,0.6202659505605698
12,0,-1.0153810665756464,0.960040491707623
16,0,0.8142354512959719,-0.00678897526115179
23,0,-1.7359315045177937,0.2614084943756461
26,0,0.5256091255272172,-0.26079159873278485
33,0,0.10191203221678734,-0.2093060258962214
42,0,0.4245879023335874,1.1531912283599377
45,0,0.2070265152025968,0.8793225459940731
63,0,0.48869196973189866,0.4059381342626044
64,0,-0.8962641410568418,0.9335067307110876
66,0,0.5514487074405858,-0.16548625521851007
68,0,0.08570763222873211,1.1628231195546688
70,0,1.30232237521559,0.45981275610625744
72,0,-1.305631940551102,0.4782413582038134
85,0,0.2555873363092542,1.4893216043710709
87,0,-0.614144645119086,0.6669844242930413
95,0,0.4194002493098378,0.27195621650665996
99,0,-0.2678394924714854,0.9864021361488657
206,1,1.4219841335834278,-0.7064744836528494
208,1,1.9135276763509883,-0.13163070680991729
226,1,1.6044703639112412,-0.9715210305294022
227,1,1.8652909030516942,-1.3685065461322665
228,1,1.1811940814228727,-0.37452391665428875
229,1,0.36155357137322425,0.14653915949165822
239,1,-0.07159191036131234,-1.1823000180721284
240,1,0.9783357164385368,-0.45634041319848323
250,1,1.7356494101460533,-0.2582885618462707
253,1,-0.13585456487722694,-0.6877071131952107
254,1,1.2747168277926517,-0.14984312442818074
256,1,-1.4523362419754267,-0.48444356326013804
258,1,-0.13194982341490685,-0.47576129104942083
259,1,1.2612581519382213,-0.5772995124779531
261,1,-0.273187745353207,0.7984500517137348
262,1,0.5401361717842519,0.47746749482117595
265,1,1.2172650806708158,-1.556569829419419
267,1,1.2355449113436043,-1.061608076337725
273,1,-1.1360283453855664,-1.4063018628582358
287,1,1.338266512202099,-1.4165030095726252
291,1,1.0045452963447932,-0.12569287946127883
299,1,0.2599513991549611,-0.206829278152436
